CITYPE,CISUBTYPE,SERVCOMP,IMPACT,URGENCY,TEAM,TIMESTAMP,INTERACTIONID,INCIDENTID
application,Server Based Application,WBS000263,5,5,TEAM0091,11/12/2013 10:36,SD0060934,IM0020802
application,Server Based Application,WBS000139,5,5,TEAM0048,11/12/2013 10:36,SD0060935,IM0020803
application,Server Based Application,WBS000223,4,4,TEAM0057,11/12/2013 10:38,SD0060985,IM0020834
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,11/12/2013 10:48,SD0061063,IM0020773
application,SAP,WBS000271,5,5,TEAM0035,11/12/2013 11:00,SD0061006,IM0020835
application,Server Based Application,WBS000263,4,4,TEAM0015,11/12/2013 11:05,SD0061010,IM0020836
application,Server Based Application,WBS000223,4,4,TEAM0031,11/12/2013 11:16,SD0061017,IM0020846
application,Server Based Application,WBS000073,4,4,TEAM0031,11/12/2013 11:19,SD0061082,IM0020778
application,Web Based Application,WBS000073,4,4,TEAM0023,11/12/2013 11:27,SD0061090,IM0020782
application,Server Based Application,WBS000072,5,5,TEAM0053,11/12/2013 11:30,SD0061092,IM0020780
application,Server Based Application,WBS000263,4,4,TEAM0015,11/12/2013 11:35,SD0061033,IM0020842
application,Server Based Application,WBS000199,3,3,TEAM0008,11/12/2013 11:38,SD0061148,IM0020728
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,11/12/2013 11:50,SD0061103,IM0020784
application,Desktop Application,WBS000091,3,3,TEAM0075,11/12/2013 12:05,SD0061283,IM0020852
subapplication,Web Based Application,WBS000162,3,3,TEAM0003,11/12/2013 12:10,SD0061338,IM0020787
software,Automation Software,WBS000284,3,3,TEAM0104,11/12/2013 12:12,SD0061289,IM0020849
subapplication,Web Based Application,WBS000066,5,5,TEAM0008,11/12/2013 12:23,SD0061298,IM0020856
application,Server Based Application,WBS000128,4,4,TEAM0052,11/12/2013 12:28,SD0061300,IM0020857
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,11/12/2013 12:30,SD0061210,IM0020813
application,Desktop Application,WBS000094,5,5,TEAM0044,11/12/2013 12:37,SD0061348,IM0020927
application,Desktop Application,WBS000092,5,5,TEAM0020,11/12/2013 12:41,SD0061304,IM0020859
application,Client Based Application,WBS000073,4,4,TEAM0031,11/12/2013 12:52,SD0061165,IM0020734
application,Web Based Application,WBS000167,5,5,TEAM0069,11/12/2013 13:03,SD0061311,IM0020863
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,11/12/2013 13:12,SD0061314,IM0020865
displaydevice,Monitor,WBS000091,3,2,TEAM0075,11/12/2013 13:12,SD0061362,IM0020930
application,Server Based Application,WBS000263,5,5,TEAM0016,11/12/2013 13:36,SD0061188,IM0020737
computer,Laptop,WBS000091,4,4,TEAM0008,11/12/2013 13:42,SD0061236,IM0020899
application,Server Based Application,WBS000255,5,5,TEAM0132,11/12/2013 13:43,SD0061376,IM0020933
subapplication,Web Based Application,WBS000162,5,5,TEAM0007,11/12/2013 13:45,SD0061238,IM0020903
storage,SAN,WBS000128,4,4,TEAM0021,11/12/2013 13:49,SD0061410,IM0020739
application,SAP,WBS000271,4,4,TEAM0015,11/12/2013 14:01,SD0061384,IM0020935
application,Server Based Application,WBS000128,4,4,TEAM0052,11/12/2013 14:10,SD0061424,IM0020743
application,Server Based Application,WBS000007,4,4,TEAM0043,11/12/2013 14:28,SD0061567,IM0020941
application,Server Based Application,WBS000007,4,4,TEAM0008,11/12/2013 14:30,SD0061568,IM0020945
application,Server Based Application,WBS000165,3,3,TEAM0008,11/12/2013 14:46,SD0061446,IM0020970
application,Server Based Application,WBS000165,3,3,TEAM0008,11/12/2013 14:48,SD0061449,IM0020971
application,Web Based Application,WBS000073,5,5,TEAM0007,11/12/2013 14:49,SD0061260,IM0020913
application,Server Based Application,WBS000165,3,3,TEAM0008,11/12/2013 14:49,SD0061450,IM0020972
application,Server Based Application,WBS000016,3,3,TEAM0008,11/12/2013 14:50,SD0061511,IM0020877
computer,Laptop,WBS000091,5,5,TEAM0020,11/12/2013 14:51,SD0061512,IM0020876
application,Server Based Application,WBS000165,3,3,TEAM0008,11/12/2013 14:52,SD0061454,IM0020973
subapplication,Web Based Application,WBS000073,5,5,TEAM0003,11/12/2013 14:56,SD0061579,IM0020946
computer,Banking Device,WBS000146,5,5,TEAM0008,11/12/2013 14:58,SD0061515,IM0020881
application,Desktop Application,WBS000096,5,5,TEAM0075,11/12/2013 15:13,SD0061467,IM0020977
application,Server Based Application,WBS000072,5,5,TEAM0017,11/12/2013 15:20,SD0061527,IM0020883
application,Server Based Application,WBS000072,5,5,TEAM0015,11/12/2013 15:27,SD0061474,IM0020978
storage,SAN,WBS000128,4,4,TEAM0021,11/12/2013 15:34,SD0061655,IM0020921
application,Server Based Application,WBS000263,4,4,TEAM0015,11/12/2013 15:40,SD0061540,IM0020884
application,Server Based Application,WBS000263,5,5,TEAM0076,11/12/2013 15:46,SD0061598,IM0020951
storage,SAN,WBS000128,5,5,TEAM0101,11/12/2013 15:49,SD0061715,IM0020982
application,Server Based Application,WBS000073,4,4,TEAM0023,11/12/2013 15:55,SD0061601,IM0020953
application,Server Based Application,WBS000016,3,3,TEAM0008,11/12/2013 15:57,SD0061552,IM0020886
application,Web Based Application,WBS000068,5,5,TEAM0041,11/12/2013 15:59,SD0061603,IM0020952
storage,SAN,WBS000128,4,4,TEAM0021,11/12/2013 16:00,SD0061555,IM0020887
application,Server Based Application,WBS000073,4,4,TEAM0023,11/12/2013 16:09,SD0061607,IM0020956
application,Server Based Application,WBS000263,5,5,TEAM0016,11/12/2013 16:17,SD0061564,IM0020890
application,Server Based Application,WBS000073,4,4,TEAM0031,11/12/2013 16:19,SD0061611,IM0020959
application,Server Based Application,WBS000296,4,4,TEAM0093,11/12/2013 16:22,SD0061613,IM0020958
application,Web Based Application,WBS000152,5,5,TEAM0069,11/12/2013 16:28,SD0061618,IM0020962
subapplication,Web Based Application,WBS000047,4,4,TEAM0008,11/12/2013 16:52,SD0061809,IM0021011
application,Web Based Application,WBS000073,4,4,TEAM0023,11/12/2013 16:57,SD0061669,IM0020925
application,Server Based Application,WBS000296,4,4,TEAM0094,11/12/2013 17:06,SD0061744,IM0020992
application,Web Based Application,WBS000152,5,5,TEAM0069,11/12/2013 17:26,SD0061826,IM0021014
hardware,Encryption,WBS000123,4,4,TEAM0013,12/12/2013 7:29,SD0061834,IM0021016
application,Server Based Application,WBS000072,5,5,TEAM0017,12/12/2013 8:01,SD0061841,IM0021018
application,Server Based Application,WBS000263,4,4,TEAM0015,12/12/2013 8:12,SD0061680,IM0021081
application,Server Based Application,WBS000219,5,5,TEAM0044,12/12/2013 8:19,SD0061781,IM0021001
computer,Desktop,WBS000091,4,4,TEAM0008,12/12/2013 8:39,SD0061863,IM0021029
computer,Laptop,WBS000091,5,5,TEAM0008,12/12/2013 8:41,SD0061946,IM0021026
computer,Laptop,WBS000091,5,5,TEAM0008,12/12/2013 8:50,SD0061952,IM0021028
application,Desktop Application,WBS000089,4,4,TEAM0008,12/12/2013 8:56,SD0061882,IM0021006
application,Client Based Application,WBS000073,4,4,TEAM0047,12/12/2013 8:58,SD0061955,IM0021031
subapplication,Web Based Application,WBS000066,4,4,TEAM0003,12/12/2013 9:02,SD0062032,IM0021051
application,Desktop Application,WBS000092,4,4,TEAM0008,12/12/2013 9:08,SD0061891,IM0021125
displaydevice,Monitor,WBS000091,5,4,TEAM0008,12/12/2013 9:09,SD0061961,IM0021036
application,Server Based Application,WBS000263,5,5,TEAM0123,12/12/2013 9:10,SD0061963,IM0021033
application,Server Based Application,WBS000307,3,3,TEAM0066,12/12/2013 9:12,SD0061703,IM0021085
application,Desktop Application,WBS000092,4,4,TEAM0008,12/12/2013 9:14,SD0061896,IM0021007
application,Server Based Application,WBS000073,2,2,TEAM0008,12/12/2013 9:20,SD0062045,IM0021056
application,Server Based Application,WBS000219,5,5,TEAM0085,12/12/2013 9:27,SD0061711,IM0021087
application,Web Based Application,WBS000298,4,4,TEAM0003,12/12/2013 9:30,SD0061975,IM0021039
application,Standard Application,WBS000027,5,5,TEAM0058,12/12/2013 9:32,SD0061910,IM0021131
computer,Laptop,WBS000091,5,5,TEAM0008,12/12/2013 9:34,SD0061912,IM0021132
displaydevice,Monitor,WBS000091,4,4,TEAM0086,12/12/2013 9:34,SD0061977,IM0021038
computer,Laptop,WBS000091,5,5,TEAM0086,12/12/2013 9:37,SD0062104,IM0021092
application,Server Based Application,WBS000090,4,4,TEAM0074,12/12/2013 9:38,SD0062105,IM0021093
application,Desktop Application,WBS000092,4,4,TEAM0008,12/12/2013 9:39,SD0061982,IM0021042
computer,Laptop,WBS000091,5,5,TEAM0008,12/12/2013 9:41,SD0061983,IM0021041
application,Server Based Application,WBS000027,5,5,TEAM0058,12/12/2013 9:43,SD0061987,IM0021040
subapplication,Web Based Application,WBS000015,4,4,TEAM0113,12/12/2013 9:46,SD0062112,IM0021098
application,Server Based Application,WBS000027,3,3,TEAM0058,12/12/2013 9:46,SD0062113,IM0021095
application,Server Based Application,WBS000027,5,5,TEAM0058,12/12/2013 9:57,SD0062120,IM0021097
application,Web Based Application,WBS000168,5,5,TEAM0048,12/12/2013 10:03,SD0062005,IM0021045
application,Desktop Application,WBS000092,3,3,TEAM0008,12/12/2013 10:05,SD0062065,IM0021063
application,Server Based Application,WBS000263,4,4,TEAM0016,12/12/2013 10:06,SD0062125,IM0021103
computer,Desktop,WBS000091,4,4,TEAM0074,12/12/2013 10:11,SD0062013,IM0021168
subapplication,Web Based Application,WBS000073,4,4,TEAM0040,12/12/2013 10:11,SD0062072,IM0021066
application,Citrix,WBS000292,4,4,TEAM0043,12/12/2013 10:14,SD0062175,IM0021138
subapplication,Web Based Application,WBS000015,5,5,TEAM0008,12/12/2013 10:16,SD0062131,IM0021104
application,Citrix,WBS000292,4,3,TEAM0010,12/12/2013 10:17,SD0062132,IM0021107
application,Web Based Application,WBS000318,5,5,TEAM0063,12/12/2013 10:19,SD0062135,IM0021105
application,Server Based Application,WBS000264,5,5,TEAM0046,12/12/2013 10:35,SD0062084,IM0021070
application,Web Based Application,WBS000152,5,5,TEAM0069,12/12/2013 10:35,SD0062193,IM0021144
application,Desktop Application,WBS000093,4,4,TEAM0075,12/12/2013 10:45,SD0062257,IM0021171
application,Web Based Application,WBS000152,5,5,TEAM0069,12/12/2013 10:46,SD0062151,IM0021112
application,Web Based Application,WBS000318,5,5,TEAM0007,12/12/2013 10:51,SD0062203,IM0021153
application,Server Based Application,WBS000149,5,5,TEAM0051,12/12/2013 10:55,SD0062208,IM0021149
application,Server Based Application,WBS000017,4,4,TEAM0119,12/12/2013 10:58,SD0062159,IM0021117
application,Server Based Application,WBS000244,4,4,TEAM0008,12/12/2013 11:10,SD0062220,IM0021158
computer,Laptop,WBS000091,5,5,TEAM0075,12/12/2013 11:11,SD0062223,IM0021157
application,Desktop Application,WBS000110,4,4,TEAM0092,12/12/2013 11:14,SD0062228,IM0021155
application,Server Based Application,WBS000296,4,4,TEAM0093,12/12/2013 11:16,SD0062173,IM0021121
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,12/12/2013 11:27,SD0062238,IM0021163
application,Desktop Application,WBS000094,5,5,TEAM0044,12/12/2013 11:32,SD0062402,IM0021228
subapplication,Web Based Application,WBS000015,2,2,TEAM0044,12/12/2013 11:42,SD0062287,IM0021176
application,Server Based Application,WBS000326,3,3,TEAM0008,12/12/2013 11:54,SD0062417,IM0021229
application,Web Based Application,WBS000073,4,4,TEAM0023,12/12/2013 12:00,SD0062297,IM0021180
application,Web Based Application,WBS000073,4,4,TEAM0057,12/12/2013 12:03,SD0062477,IM0021270
computer,Laptop,WBS000091,4,4,TEAM0086,12/12/2013 12:05,SD0062299,IM0021182
application,Web Based Application,WBS000073,4,5,TEAM0008,12/12/2013 12:05,SD0062424,IM0021232
application,Server Based Application,WBS000128,4,4,TEAM0052,12/12/2013 12:16,SD0062308,IM0021183
subapplication,Web Based Application,WBS000073,4,4,TEAM0045,12/12/2013 12:24,SD0062493,IM0021274
application,Server Based Application,WBS000043,3,3,TEAM0046,12/12/2013 12:31,SD0062500,IM0021277
application,Server Based Application,WBS000165,3,3,TEAM0008,12/12/2013 12:33,SD0062439,IM0021236
application,Server Based Application,WBS000152,5,5,TEAM0010,12/12/2013 12:57,SD0062452,IM0021239
application,Server Based Application,WBS000073,4,4,TEAM0031,12/12/2013 12:58,SD0062513,IM0021282
application,Desktop Application,WBS000217,4,4,TEAM0092,12/12/2013 13:02,SD0062377,IM0021216
computer,Laptop,WBS000091,5,5,TEAM0086,12/12/2013 13:05,SD0062526,IM0021188
application,Server Based Application,WBS000223,4,4,TEAM0057,12/12/2013 13:11,SD0062531,IM0021189
storage,SAN,WBS000128,4,4,TEAM0021,12/12/2013 13:11,SD0062598,IM0021283
storage,SAN,WBS000128,4,4,TEAM0021,12/12/2013 13:24,SD0062606,IM0021286
application,Desktop Application,WBS000092,3,3,TEAM0008,12/12/2013 13:27,SD0062608,IM0021287
application,Server Based Application,WBS000128,4,4,TEAM0052,12/12/2013 13:47,SD0062544,IM0021192
application,Server Based Application,WBS000307,3,3,TEAM0066,12/12/2013 14:12,SD0062680,IM0021254
application,Web Based Application,WBS000167,5,5,TEAM0069,12/12/2013 14:13,SD0062681,IM0021256
application,Web Based Application,WBS000073,4,4,TEAM0023,12/12/2013 14:14,SD0062561,IM0021197
computer,Laptop,WBS000091,5,5,TEAM0008,12/12/2013 14:15,SD0062640,IM0021297
hardware,DataCenterEquipment,WBS000267,3,3,TEAM0066,12/12/2013 14:21,SD0062786,IM0021298
application,Desktop Application,WBS000092,3,3,TEAM0008,12/12/2013 14:24,SD0062563,IM0021198
application,Desktop Application,WBS000092,3,3,TEAM0075,12/12/2013 14:28,SD0062727,IM0021220
application,Server Based Application,WBS000072,5,5,TEAM0017,12/12/2013 14:29,SD0062693,IM0021258
application,Server Based Application,WBS000263,4,4,TEAM0015,12/12/2013 14:32,SD0062566,IM0021202
application,Server Based Application,WBS000264,5,5,TEAM0046,12/12/2013 14:36,SD0062568,IM0021200
application,Server Based Application,WBS000072,5,5,TEAM0035,12/12/2013 14:46,SD0062703,IM0021262
application,Server Based Application,WBS000223,4,4,TEAM0057,12/12/2013 14:51,SD0062577,IM0021308
application,Server Based Application,WBS000128,4,4,TEAM0052,12/12/2013 14:54,SD0062580,IM0021204
application,Server Based Application,WBS000072,5,5,TEAM0017,12/12/2013 15:07,SD0062871,IM0021343
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,12/12/2013 15:10,SD0062875,IM0021345
application,Server Based Application,WBS000307,4,4,TEAM0076,12/12/2013 15:11,SD0062817,IM0021383
computer,Laptop,WBS000091,5,5,TEAM0008,12/12/2013 15:13,SD0062595,IM0021311
application,Server Based Application,WBS000073,5,5,TEAM0007,12/12/2013 15:15,SD0062877,IM0021348
subapplication,Web Based Application,WBS000073,5,5,TEAM0007,12/12/2013 15:16,SD0062878,IM0021350
application,Server Based Application,WBS000263,4,4,TEAM0016,12/12/2013 15:26,SD0062744,IM0021421
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,12/12/2013 15:38,SD0062832,IM0021386
application,Server Based Application,WBS000015,4,4,TEAM0113,12/12/2013 15:47,SD0062751,IM0021424
subapplication,Web Based Application,WBS000125,4,4,TEAM0023,12/12/2013 15:47,SD0062752,IM0021423
application,Server Based Application,WBS000015,4,4,TEAM0113,12/12/2013 15:47,SD0062955,IM0021317
application,Web Based Application,WBS000152,5,5,TEAM0069,12/12/2013 15:48,SD0062956,IM0021316
application,Web Based Application,WBS000073,4,4,TEAM0023,12/12/2013 15:54,SD0062960,IM0021320
application,Web Based Application,WBS000318,5,5,TEAM0007,12/12/2013 16:03,SD0062847,IM0021389
application,Web Based Application,WBS000152,5,5,TEAM0069,12/12/2013 16:05,SD0062908,IM0021356
application,Server Based Application,WBS000219,5,5,TEAM0044,12/12/2013 16:07,SD0062760,IM0021426
storage,SAN,WBS000128,4,4,TEAM0021,12/12/2013 16:20,SD0062765,IM0021427
application,Server Based Application,WBS000073,4,4,TEAM0031,12/12/2013 16:20,SD0062976,IM0021327
application,Web Based Application,WBS000298,5,5,TEAM0007,12/12/2013 16:21,SD0062915,IM0021358
application,Client Based Application,WBS000073,5,5,TEAM0007,12/12/2013 16:29,SD0062919,IM0021360
application,Web Based Application,WBS000073,5,5,TEAM0031,12/12/2013 16:36,SD0062922,IM0021362
computer,Laptop,WBS000091,5,5,TEAM0086,12/12/2013 16:40,SD0062981,IM0021324
application,Web Based Application,WBS000152,5,5,TEAM0069,12/12/2013 16:42,SD0062984,IM0021325
application,Desktop Application,WBS000094,5,5,TEAM0087,12/12/2013 16:44,SD0062986,IM0021328
application,Server Based Application,WBS000219,5,5,TEAM0008,12/12/2013 19:23,SD0063026,IM0021399
application,SAP,WBS000271,5,5,TEAM0024,12/12/2013 21:20,SD0062998,IM0021332
computer,Laptop,WBS000091,5,5,TEAM0086,13/12/2013 7:18,SD0063183,IM0021432
application,Server Based Application,WBS000264,5,5,TEAM0046,13/12/2013 7:52,SD0063187,IM0021434
application,Server Based Application,WBS000048,3,3,TEAM0008,13/12/2013 8:05,SD0063004,IM0021336
application,Server Based Application,WBS000219,5,5,TEAM0044,13/12/2013 8:14,SD0063007,IM0021334
application,Server Based Application,WBS000002,4,4,TEAM0091,13/12/2013 8:21,SD0063010,IM0021335
application,Server Based Application,WBS000128,4,4,TEAM0052,13/12/2013 8:31,SD0063013,IM0021337
application,Server Based Application,WBS000263,4,4,TEAM0015,13/12/2013 8:34,SD0063109,IM0021369
application,Server Based Application,WBS000128,4,4,TEAM0052,13/12/2013 8:41,SD0063047,IM0021405
application,Server Based Application,WBS000073,4,4,TEAM0031,13/12/2013 8:46,SD0063195,IM0021436
application,SAP,WBS000271,5,5,TEAM0024,13/12/2013 8:54,SD0063268,IM0021339
no type,no subtype,WBS000118,5,5,TEAM0010,13/12/2013 9:22,SD0063077,IM0021410
officeelectronics,Scanner,WBS000096,4,4,TEAM0075,13/12/2013 9:23,SD0063286,IM0021458
storage,SAN,WBS000128,5,5,TEAM0008,13/12/2013 9:30,SD0063288,IM0021457
computer,Laptop,WBS000091,5,5,TEAM0086,13/12/2013 9:36,SD0063129,IM0021375
subapplication,Web Based Application,WBS000073,3,3,TEAM0045,13/12/2013 9:41,SD0063132,IM0021376
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,13/12/2013 9:41,SD0063222,IM0021441
application,Server Based Application,WBS000220,4,4,TEAM0092,13/12/2013 9:47,SD0063344,IM0021414
subapplication,Server Based Application,WBS000076,5,5,TEAM0078,13/12/2013 9:55,SD0063230,IM0021442
application,Server Based Application,WBS000263,4,4,TEAM0015,13/12/2013 9:55,SD0063231,IM0021444
storage,SAN,WBS000128,2,2,TEAM0049,13/12/2013 10:05,SD0063141,IM0021377
application,Desktop Application,WBS000234,5,4,TEAM0092,13/12/2013 10:09,SD0063142,IM0021378
application,Server Based Application,WBS000073,4,4,TEAM0023,13/12/2013 10:10,SD0063313,IM0021462
computer,Laptop,WBS000091,4,4,TEAM0085,13/12/2013 10:15,SD0063367,IM0021492
computer,Laptop,WBS000091,5,5,TEAM0086,13/12/2013 10:20,SD0063242,IM0021446
application,Server Based Application,WBS000296,5,5,TEAM0093,13/12/2013 10:30,SD0063375,IM0021495
application,Server Based Application,WBS000108,5,5,TEAM0078,13/12/2013 10:32,SD0063379,IM0021496
application,Server Based Application,WBS000073,4,4,TEAM0023,13/12/2013 10:39,SD0063252,IM0021451
computer,Desktop,WBS000091,5,5,TEAM0086,13/12/2013 10:43,SD0063333,IM0021467
application,Web Based Application,WBS000152,5,5,TEAM0069,13/12/2013 10:51,SD0063164,IM0021534
application,Server Based Application,WBS000296,4,4,TEAM0093,13/12/2013 10:56,SD0063394,IM0021501
application,Server Based Application,WBS000099,4,4,TEAM0132,13/12/2013 10:57,SD0063422,IM0021455
application,Web Based Application,WBS000152,5,5,TEAM0069,13/12/2013 10:59,SD0063495,IM0021469
application,Web Based Application,WBS000073,5,5,TEAM0007,13/12/2013 11:05,SD0063427,IM0021566
application,Web Based Application,WBS000318,4,4,TEAM0008,13/12/2013 11:09,SD0063409,IM0021507
subapplication,Server Based Application,WBS000098,5,4,TEAM0043,13/12/2013 11:11,SD0063503,IM0021474
application,Server Based Application,WBS000219,5,5,TEAM0044,13/12/2013 11:13,SD0063411,IM0021509
computer,Laptop,WBS000091,5,5,TEAM0044,13/12/2013 11:15,SD0063562,IM0021508
application,Server Based Application,WBS000128,4,4,TEAM0052,13/12/2013 11:17,SD0063504,IM0021473
application,Server Based Application,WBS000073,4,4,TEAM0031,13/12/2013 11:17,SD0063564,IM0021513
application,Server Based Application,WBS000128,3,3,TEAM0052,13/12/2013 11:19,SD0063567,IM0021516
application,Server Based Application,WBS000263,4,4,TEAM0015,13/12/2013 11:20,SD0063569,IM0021510
application,SAP,WBS000271,5,5,TEAM0017,13/12/2013 11:30,SD0063438,IM0021568
application,Server Based Application,WBS000006,3,3,TEAM0038,13/12/2013 11:30,SD0063577,IM0021517
application,Server Based Application,WBS000220,4,4,TEAM0092,13/12/2013 11:32,SD0063440,IM0021569
computer,Banking Device,WBS000146,4,4,TEAM0008,13/12/2013 11:35,SD0063650,IM0021538
application,SAP,WBS000271,5,5,TEAM0017,13/12/2013 11:37,SD0063445,IM0021570
application,Server Based Application,WBS000070,3,3,TEAM0058,13/12/2013 11:37,SD0063519,IM0021479
application,Web Based Application,WBS000073,5,5,TEAM0007,13/12/2013 11:39,SD0063588,IM0021520
application,Server Based Application,WBS000073,4,4,TEAM0023,13/12/2013 11:40,SD0063589,IM0021522
application,Server Based Application,WBS000073,4,4,TEAM0031,13/12/2013 11:47,SD0063657,IM0021541
subapplication,Server Based Application,WBS000076,5,5,TEAM0078,13/12/2013 11:57,SD0063527,IM0021481
application,Web Based Application,WBS000073,4,4,TEAM0031,13/12/2013 12:00,SD0063529,IM0021482
application,SAP,WBS000271,4,4,TEAM0027,13/12/2013 12:17,SD0063462,IM0021572
computer,Laptop,WBS000091,5,5,TEAM0086,13/12/2013 12:20,SD0063614,IM0021603
application,Server Based Application,WBS000219,5,5,TEAM0044,13/12/2013 12:30,SD0063670,IM0021547
application,Server Based Application,WBS000099,4,4,TEAM0087,13/12/2013 12:46,SD0063675,IM0021549
application,Web Based Application,WBS000318,3,3,TEAM0040,13/12/2013 12:51,SD0063626,IM0021607
application,Server Based Application,WBS000255,4,4,TEAM0132,13/12/2013 12:55,SD0063545,IM0021483
application,Server Based Application,WBS000326,4,4,TEAM0064,13/12/2013 13:00,SD0063477,IM0021577
subapplication,Citrix,WBS000098,4,4,TEAM0044,13/12/2013 13:13,SD0063638,IM0021609
application,Web Based Application,WBS000152,5,5,TEAM0069,13/12/2013 13:18,SD0063553,IM0021485
application,Server Based Application,WBS000263,4,4,TEAM0015,13/12/2013 13:20,SD0063642,IM0021610
application,Server Based Application,WBS000139,5,4,TEAM0108,13/12/2013 13:21,SD0063487,IM0021579
application,Server Based Application,WBS000073,4,4,TEAM0031,13/12/2013 13:30,SD0063714,IM0021613
application,Server Based Application,WBS000263,4,4,TEAM0015,13/12/2013 13:35,SD0063718,IM0021614
application,Server Based Application,WBS000244,4,4,TEAM0008,13/12/2013 14:05,SD0063704,IM0021558
application,Server Based Application,WBS000263,4,4,TEAM0015,13/12/2013 14:06,SD0063705,IM0021556
application,Desktop Application,WBS000234,5,4,TEAM0092,13/12/2013 14:20,SD0063795,IM0021582
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,13/12/2013 14:25,SD0063798,IM0021583
application,Server Based Application,WBS000015,4,4,TEAM0113,13/12/2013 14:26,SD0063800,IM0021584
application,Web Based Application,WBS000073,5,5,TEAM0008,13/12/2013 14:27,SD0063927,IM0021675
application,Server Based Application,WBS000263,5,5,TEAM0101,13/12/2013 14:43,SD0063936,IM0021562
subapplication,Web Based Application,WBS000073,4,4,TEAM0045,13/12/2013 14:51,SD0063813,IM0021588
computer,Laptop,WBS000091,5,5,TEAM0086,13/12/2013 14:53,SD0063877,IM0021640
computer,Laptop,WBS000091,5,5,TEAM0086,13/12/2013 14:56,SD0063878,IM0021641
application,Server Based Application,WBS000263,5,5,TEAM0016,13/12/2013 14:58,SD0063944,IM0021564
computer,Laptop,WBS000091,5,5,TEAM0086,13/12/2013 14:59,SD0063880,IM0021642
subapplication,Server Based Application,WBS000076,5,5,TEAM0077,13/12/2013 15:05,SD0063770,IM0021622
application,Web Based Application,WBS000172,5,5,TEAM0127,13/12/2013 15:09,SD0063772,IM0021626
application,Desktop Application,WBS000092,4,4,TEAM0008,13/12/2013 15:38,SD0063841,IM0021593
application,Server Based Application,WBS000239,5,5,TEAM0145,13/12/2013 15:48,SD0063850,IM0021594
application,Server Based Application,WBS000073,4,4,TEAM0007,13/12/2013 15:56,SD0063895,IM0021643
application,Server Based Application,WBS000223,4,4,TEAM0057,13/12/2013 15:59,SD0063855,IM0021598
application,Server Based Application,WBS000072,5,5,TEAM0053,13/12/2013 16:02,SD0064006,IM0021633
computer,Banking Device,WBS000146,5,5,TEAM0008,13/12/2013 16:03,SD0063896,IM0021644
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,13/12/2013 16:13,SD0064068,IM0021701
computer,Banking Device,WBS000146,4,4,TEAM0008,13/12/2013 16:15,SD0064070,IM0021700
subapplication,Web Based Application,WBS000073,5,5,TEAM0031,13/12/2013 16:33,SD0064019,IM0021639
application,Server Based Application,WBS000263,5,5,TEAM0076,13/12/2013 16:50,SD0064022,IM0021737
application,Server Based Application,WBS000263,5,5,TEAM0016,13/12/2013 16:51,SD0063980,IM0021679
application,Server Based Application,WBS000294,3,3,TEAM0132,13/12/2013 17:04,SD0063908,IM0021647
application,Desktop Application,WBS000094,5,5,TEAM0008,13/12/2013 17:06,SD0064084,IM0021704
software,System Software,WBS000134,3,3,TEAM0132,15/12/2013 10:24,SD0064090,IM0021707
computer,Linux Server,WBS000201,3,3,TEAM0049,16/12/2013 6:26,SD0064144,IM0021685
application,Server Based Application,WBS000188,4,4,TEAM0041,16/12/2013 7:27,SD0064093,IM0021709
application,Server Based Application,WBS000199,3,3,TEAM0087,16/12/2013 7:38,SD0064095,IM0021711
application,Web Based Application,WBS000273,2,2,TEAM0128,16/12/2013 7:43,SD0064096,IM0021710
application,Server Based Application,WBS000307,4,4,TEAM0041,16/12/2013 7:48,SD0064146,IM0021686
application,Desktop Application,WBS000092,3,3,TEAM0008,16/12/2013 7:50,SD0064099,IM0021713
application,Server Based Application,WBS000077,3,3,TEAM0097,16/12/2013 8:03,SD0064147,IM0021687
application,Server Based Application,WBS000016,3,3,TEAM0008,16/12/2013 8:07,SD0064223,IM0021653
application,Server Based Application,WBS000307,3,3,TEAM0041,16/12/2013 8:07,SD0064150,IM0021688
application,Server Based Application,WBS000073,5,5,TEAM0023,16/12/2013 8:11,SD0064224,IM0021652
computer,Laptop,WBS000091,5,5,TEAM0086,16/12/2013 8:13,SD0064226,IM0021654
application,Desktop Application,WBS000092,4,4,TEAM0086,16/12/2013 8:16,SD0064227,IM0021656
application,Desktop Application,WBS000092,4,4,TEAM0008,16/12/2013 8:27,SD0064154,IM0021690
application,Server Based Application,WBS000263,4,4,TEAM0016,16/12/2013 8:28,SD0064236,IM0021660
computer,Banking Device,WBS000146,2,2,TEAM0008,16/12/2013 8:30,SD0064237,IM0021657
application,Server Based Application,WBS000264,5,5,TEAM0046,16/12/2013 8:39,SD0064242,IM0021659
subapplication,Server Based Application,WBS000163,3,3,TEAM0087,16/12/2013 8:49,SD0064302,IM0021724
application,Desktop Application,WBS000092,3,3,TEAM0008,16/12/2013 8:50,SD0064304,IM0021725
